content,sentiment
"Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.",anger
"I should really study today for chemistry but playing madden is just way more fun.",anger
"@Markk1872  Red heads are more fiery.",anger
"The war is right outside your door  #USAToday",anger
"Get to work and there's a fire drill. #fire #burning #outthere #inthedark",anger
"I dislike people who get offended by the littlest shit .",anger
"@dlrwills turn that frown upside down buddy \xf0\x9f\x99\x83.",anger
"@DepressedStride &gt; huff louder",anger
"@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason",anger
"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup",anger
"@laureeenwillam can't cope wi her sour face and tiny pout \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1",anger
"@jackmegawphoto what if lives are attached to real estate? Shall I come trash your cameras because I'm angry with what your race is doing?",anger
"@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended",anger
"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you",anger
"Manchester derby at home ",anger
"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",anger
"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .",anger
"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",anger
"@Thatguy_dree @RecklessWonder_ neither one of y'all can see me in this madden",anger
"Follow up. Follow through. Be . #success",anger
"could never be a angry drunk lol yall weirdos just enjoy your time",anger
"I lost a couple niggas I want revenge so put me in coach",anger
"Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ",anger
"@baileygazteacow NO. The gay guy and the dad revenge fucking",anger
"@downeysduckling nick fury",anger
"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole",anger
"Hell hath not fury like a hamstring cramp. #ouch",anger
"Y'all do the most on twitter and snap",anger
"Wrinkles should merely hide where frown have been.  - Mark Twain",anger
"@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting",anger
"@LoyalLadyMalfoy &lt;\xe2\x80\xa2 change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is \xe2\x80\xa2&gt;",anger
"i was angry.",anger
"@inthefade going back to blissful ignorance?! ",anger
"@BonesARP 'That is a disappointment.'\\n\\nHe fakes a pout, then starts to chuckle.",anger
"hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18",anger
"@kencurtin they might get Donal \xc3\xb3g sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult",anger
"Boys Dm me pictures of your cocks! The best one will get uploaded! \xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x92\xa6\xf0\x9f\x92\xa6 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute",anger
"@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league",anger
"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",anger
"@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton",anger
"Like he really just fucking asked me that. #offended",anger
"@RVAGameBreak @GAHSBasketball @GAJagsFootball  \\nGo Jags!!\xf0\x9f\x90\x86 I think we have a good shot of beating Deep Run tomorrow! ",anger
"He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense",anger
"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg",anger
"@HuffPostUK  NO greater wrath than a woman scorned.",anger
"What a fucking muppet.  @jRwild1  #stalker.",anger
"You ever just find that the people around you really irritate you sometimes? That's me right now \xf0\x9f\x98\x92",anger
"Nothing is more relentless than a dog begging for food",anger
"I swear if @devincameron23 blocks me I'm going to hit her back ",anger
"I bet @mmunro91 is fuming with our draw \xf0\x9f\x91\x80",anger
"So angry I wanna cry\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2",anger
"@grumpy_pumper I involuntarily smile when you frown in photos. And giggle. How annoying!!",anger
"@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay",anger
"Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended",anger
"I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.",anger
"Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting",anger
"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",anger
"@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.)",anger
"Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck",anger
"#burning the last of @Yan",anger
"Why is it always me picking up the pieces :/ #angry",anger
"Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #unfair #ugh",anger
"The bitter the battle, the sweeter the victory...",anger
"someone kik me @ montanashay_ \\n #kikme ",anger
"@UMA1R_ @bilalmahmooduk @Muslim_Scientst i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so",anger
"pray for my boy huff",anger
"@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I \xf0\x9f\x99\x88  #soreloser",anger
"Okay you've annoyed me, you haven't done a good job there at all. ",anger
"and apparently he's supposed to have a Scottish accent??? I'm ",anger
"one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up",anger
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",anger
"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too",anger
"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain.",anger
"At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily",anger
"@RogueFatale Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks...",anger
"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows",anger
"Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness",anger
"@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.",anger
"@delta correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. ",anger
"#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away.",anger
"@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!",anger
"@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.",anger
"@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley",anger
"Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.",anger
"@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?\xf0\x9f\xa4\x94",anger
"\xe2\x80\x9cHe who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.\xe2\x80\x9d\\nP16:32 #bibleverse #pride ",anger
"Get to the gym and discover I forgot to put my gym shoes back in my bad \xf0\x9f\x98\xa4 #rage #wwhhyyy",anger
"can't believe Achilles killed me! ",anger
"If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up",anger
"I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !",anger
"#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O",anger
"Just joined #pottermore and was sorted into HUFFLEPUFF \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 ",anger
"@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer \xf0\x9f\x98\xa1 #fuming",anger
"streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \\nmade it so simple",anger
"@Docjp they unleashing God's wrath just as Cain did",anger
"People irritate me \xf0\x9f\x99\x84",anger
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",anger
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",anger
"@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby",anger
"When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know",anger
"@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. ",anger
"A @FirstBSA not turning up? Why am I not surprised. Late for work again! ",anger
"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",anger
"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting",anger
"@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!",anger
".@Travelanswerman: B assured there is plenty of salt 2 keep that #fire #burning brightly! Stay #happy N life by keeping plenty #salty\xe2\x80\xa6 \xe2\x80\xa6",anger
"@jwolfie_ why you gotta use the dark skin emoji ",anger
"the bee sting still suck i feel sick",anger
"Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope",anger
"and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'",anger
"@wesrucker247 sounds like a good game plan for our offense....",anger
"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry",anger
